date,upstream_nom,upstream_metric,upstream_value,mapped_entity_id,mapped_field,upstream_file,upstream_commit,snapshot_date,sitrep_id,import_status,notes
2026-05-22,DRC,national_cumulative_confirmed_deaths,10,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-23,DRC,national_cumulative_confirmed_deaths,10,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-24,DRC,national_cumulative_confirmed_deaths,10,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-25,DRC,national_cumulative_confirmed_deaths,12,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-26,DRC,national_cumulative_confirmed_deaths,17,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-27,DRC,national_cumulative_confirmed_deaths,17,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-28,DRC,national_cumulative_confirmed_deaths,17,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-29,DRC,national_cumulative_confirmed_deaths,42,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-30,DRC,national_cumulative_confirmed_deaths,42,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-31,DRC,national_cumulative_confirmed_deaths,48,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-01,DRC,national_cumulative_confirmed_deaths,60,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-02,DRC,national_cumulative_confirmed_deaths,62,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-03,DRC,national_cumulative_confirmed_deaths,64,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-04,DRC,national_cumulative_confirmed_deaths,82,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-05,DRC,national_cumulative_confirmed_deaths,86,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-06,DRC,national_cumulative_confirmed_deaths,91,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-07,DRC,national_cumulative_confirmed_deaths,101,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-08,DRC,national_cumulative_confirmed_deaths,115,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-09,DRC,national_cumulative_confirmed_deaths,127,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-10,DRC,national_cumulative_confirmed_deaths,136,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-11,DRC,national_cumulative_confirmed_deaths,139,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-13,DRC,national_cumulative_confirmed_deaths,181,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-14,DRC,national_cumulative_confirmed_deaths,192,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-06-15,DRC,national_cumulative_confirmed_deaths,196,drc_total,confirmed_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_confirmed_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-14,DRC,national_cumulative_suspected_deaths,ND,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
2026-05-17,DRC,national_cumulative_suspected_deaths,ND,drc_total,suspected_deaths,data/insp_sitrep/processed/insp_sitrep__national_cumulative_suspected_deaths__daily.csv,65b3363,2026-06-18,,staged,build_manifest_commit=5a37aa7; built_at=2026-06-16T22:36:29+00:00; value_not_validated_for_counts
